id,first_name,last_name,email,gender,experience_years,age,state,current_position,interest,university_quality,gpa,years_work_experience,years_education_experience,prior_degree_level,prior_degree_field,sat_percentile,gpa_percentile,individual_income_level,parental_education_level,disposable_income_for_university,international_candidate,number_of_dependents
a655c6f9-827e-4346-9108-cb3576556bc8,Amy,Anderson,amy.anderson@outlook.com,Non-binary,1,25,OH,College Student (Non-Education Major),Educational Leadership,Regional Public University,3.48,1,1,Associate Degree,Arts & Humanities,63,60,20898,Some college,4152,0,0
ca7759f4-d3b7-4898-9e47-2cefd277337d,Sara,Lee,sara.lee@outlook.com,Non-binary,2,24,AR,After-school / Enrichment Educator,Early Childhood Education,Regional Public University,3.14,2,0,Master's Degree,Arts & Humanities,65,48,39928,High school or below,8519,0,0
68e1a768-8897-47c1-9627-35f4af1f719b,Dennis,Carter,dennis.carter@yahoo.com,Female,9,36,TN,Preservice Teacher / Education Student,Elementary Education,Community College / 2-Year College,3.14,9,1,Bachelor's Degree,Social Sciences,64,49,25858,Bachelor's degree,8311,0,1
0cdfb9c5-3d5d-49d3-b413-7d7400b5e06c,Elijah,Long,elijah.long@yahoo.com,Male,0,25,MI,K-12 Classroom Teacher,Educational Leadership,Regional Public University,3.59,0,0,Bachelor's Degree,Education,79,77,55865,Master's degree,9630,1,0
3fb96108-59b3-4afb-989a-407a5ab8e123,Mason,Campbell,mason.campbell@gmail.com,Male,6,29,NC,School or District Leader,Curriculum & Instruction,R2 Research University,3.21,6,6,Bachelor's Degree,Education,88,53,84769,Bachelor's degree,18182,0,2
cb45efd0-df10-4bb3-82d8-6ced5b771fa3,Walter,Ortiz,walter.ortiz@yahoo.com,Non-binary,7,40,SD,Higher Education Instructor,Educational Leadership,Regional Public University,3.49,7,7,Bachelor's Degree,STEM,54,70,86930,Bachelor's degree,23742,0,3
560f0761-b473-4701-b6c4-87f436c622d2,Samuel,Cruz,samuel.cruz@outlook.com,Non-binary,2,25,UT,Instructional Coach,Elementary Education,Liberal Arts College,3.09,2,2,Bachelor's Degree,Education,81,50,73406,Master's degree,14927,0,0
36743ac4-4825-4dbb-98ed-2e13bab7a77d,John,Patel,john.patel@outlook.com,Male,7,39,CA,Teaching Assistant / Paraprofessional,Special Education,Private University (Nonselective),3.42,7,2,Bachelor's Degree,Arts & Humanities,65,73,44605,Some college,5237,0,0
3284ec21-bc6b-42f8-bc55-d9036d561972,Carolyn,Morales,carolyn.morales@outlook.com,Male,0,25,SD,Teaching Assistant / Paraprofessional,Elementary Education,R2 Research University,3.23,0,0,Bachelor's Degree,STEM,65,69,38140,Master's degree,14834,0,1
bbfc2021-abfc-4771-9335-24f53c34db7a,Kevin,Kelly,kevin.kelly@hotmail.com,Female,6,40,SD,Career Switcher (Non-Education Background),Elementary Education,Regional Public University,3.57,6,1,Master's Degree,Business,53,75,43056,Bachelor's degree,10245,0,2
d2bd219a-c04b-461a-9658-058a12caefcb,Dylan,Richardson,dylan.richardson@hotmail.com,Non-binary,0,23,DE,Other,Secondary Education,R2 Research University,3.09,0,0,Master's Degree,Education,82,54,34199,Master's degree,11070,0,0
429c9137-2278-4bfd-b9fd-5f66366ad8f5,Natalie,Mitchell,natalie.mitchell@outlook.com,Male,9,39,IN,Other,Elementary Education,R2 Research University,3.09,9,0,Bachelor's Degree,STEM,80,50,43461,High school or below,10714,0,2
fd3a5bfb-9c1d-48f1-bb62-d14bbc907d19,Ruth,Ramirez,ruth.ramirez@gmail.com,Non-binary,5,29,VA,College Student (Non-Education Major),Special Education,R1 Research University,3.65,5,1,Master's Degree,Education,92,83,16948,Bachelor's degree,5892,0,1
1e0d7f1f-ebfb-48a8-b01b-4f8bd17a4d45,Zachary,Hughes,zachary.hughes@hotmail.com,Male,8,32,MT,Career Switcher (Non-Education Background),Special Education,Community College / 2-Year College,3.26,8,0,Bachelor's Degree,Business,24,69,34389,Some college,6626,0,0
eac2866c-805d-4044-a056-e03d424758d0,Joyce,Murphy,joyce.murphy@yahoo.com,Male,20,48,RI,Instructional Coach,Educational Leadership,Regional Public University,3.06,20,13,Bachelor's Degree,Education,55,39,70215,High school or below,15183,0,2
58a9c4a3-b25d-497a-94b9-ed4b337f29cc,Christina,Rogers,christina.rogers@hotmail.com,Female,9,37,MD,College Student (Non-Education Major),Curriculum & Instruction,Liberal Arts College,2.8,9,0,Master's Degree,Arts & Humanities,92,40,28764,Bachelor's degree,3383,0,1
294ba4ae-c283-4e31-a538-c2b4b4e13119,Daniel,Reed,daniel.reed@yahoo.com,Male,14,36,NV,College Student (Non-Education Major),Special Education,Regional Public University,2.96,14,0,Master's Degree,STEM,66,26,28699,Doctoral degree,8704,0,1
840fcf09-e8b3-4a2a-b712-dbf823ac110f,Ruth,Roberts,ruth.roberts@icloud.com,Female,0,25,GA,Instructional Coach,Secondary Education,Regional Public University,3.51,0,0,Bachelor's Degree,Social Sciences,76,80,60906,Master's degree,23533,1,0
e2684b28-b403-45bd-80da-ff754e117488,Carl,Sanders,carl.sanders@outlook.com,Non-binary,19,41,VT,K-12 Classroom Teacher,Educational Leadership,Regional Public University,3.54,19,2,Bachelor's Degree,STEM,30,77,70065,Doctoral degree,19769,0,2
59f8da17-fcb4-4e91-a2c1-2977e278759b,Jason,Adams,jason.adams@icloud.com,Female,4,28,LA,Preservice Teacher / Education Student,Secondary Education,International Institution,3.59,4,1,Master's Degree,Arts & Humanities,57,81,27879,Master's degree,10668,0,0
87dff09f-7de0-4e52-9f00-770b888f6ee2,Nicole,Roberts,nicole.roberts@gmail.com,Male,3,28,MN,College Student (Non-Education Major),Curriculum & Instruction,Liberal Arts College,3.59,3,0,Bachelor's Degree,Education,68,79,28351,Some college,7004,0,0
96e893e4-1912-4e72-8c3f-34fea8dfe4ee,Theresa,Perez,theresa.perez@icloud.com,Female,2,24,KS,K-12 Classroom Teacher,Elementary Education,Liberal Arts College,3.51,2,2,Master's Degree,Social Sciences,63,76,51743,Some college,7916,0,0
6b717f81-2188-4b18-bb29-6948b8de2434,George,Bailey,george.bailey@outlook.com,Male,15,47,AL,Instructional Coach,Secondary Education,Regional Public University,3.3,15,5,Master's Degree,STEM,60,59,57078,Master's degree,18966,0,3
d4b745d7-0203-45cd-9fb8-b5c883cd8029,Tyler,Miller,tyler.miller@gmail.com,Female,12,32,AZ,School or District Leader,Elementary Education,Private University (Nonselective),3.67,12,12,Bachelor's Degree,Arts & Humanities,34,70,105988,Bachelor's degree,14511,0,2
fc54bbe4-41be-42ff-8a93-4a0ab6e6243f,Brian,Carter,brian.carter@yahoo.com,Male,15,39,NE,Teaching Assistant / Paraprofessional,Special Education,R1 Research University,3.48,15,2,Bachelor's Degree,Education,95,71,25316,Master's degree,6780,0,0
36f0d7b2-1de2-4300-9e4b-fccd20dde530,Steven,Sanders,steven.sanders@icloud.com,Non-binary,2,30,TX,Higher Education Instructor,Special Education,International Institution,2.82,2,2,Bachelor's Degree,Other,66,36,66087,Some college,16230,0,1
8ed2c9da-e947-42b6-b659-135b355b0209,Doris,Allen,doris.allen@outlook.com,Male,2,22,SD,Education Nonprofit Staff,Curriculum & Instruction,Regional Public University,3.09,2,0,Master's Degree,Other,94,49,36314,Master's degree,8149,1,0
05fe0dda-e03b-41a7-81b6-db499de19ca6,Patricia,Carter,patricia.carter@gmail.com,Female,6,29,WV,Higher Education Instructor,Early Childhood Education,R1 Research University,3.28,6,6,Bachelor's Degree,Education,80,61,82724,Bachelor's degree,11294,0,1
830d1d73-2672-40e5-8e8a-05f633c712e3,Pamela,Cook,pamela.cook@hotmail.com,Non-binary,7,30,KS,Higher Education Instructor,Special Education,International Institution,3.37,7,7,Master's Degree,Education,40,62,82249,Some college,28410,0,2
ca925373-7c47-4ecf-a4f8-4ee71b7a0b1d,Nathan,Miller,nathan.miller@icloud.com,Male,30,64,SC,Education Nonprofit Staff,Early Childhood Education,Regional Public University,2.92,30,1,Bachelor's Degree,Arts & Humanities,70,38,54469,High school or below,6385,0,2
1b5ad238-2d00-45aa-96f7-a27934bc6c78,Edward,Hernandez,edward.hernandez@yahoo.com,Female,7,28,WA,College Student (Non-Education Major),Educational Leadership,Community College / 2-Year College,3.23,7,0,Master's Degree,Arts & Humanities,35,63,34570,Some college,8484,0,1
4b70b6fb-32c3-4159-b132-0abbba0d50fb,Rachel,Morris,rachel.morris@outlook.com,Non-binary,2,23,ND,College Student (Non-Education Major),Educational Leadership,Regional Public University,2.79,2,0,Bachelor's Degree,Arts & Humanities,40,36,28225,High school or below,9754,0,0
a7ab1f2d-6988-4189-b018-e0c275e9ee43,Arthur,Price,arthur.price@gmail.com,Male,17,42,MI,Education Consultant,Secondary Education,R2 Research University,3.93,17,11,Bachelor's Degree,Other,80,99,119564,Master's degree,24187,0,1
1bda4a0e-848e-48c4-88a6-5cb572a7e590,Raymond,Alvarez,raymond.alvarez@outlook.com,Female,5,38,CA,Instructional Coach,Educational Leadership,Liberal Arts College,3.38,5,5,Bachelor's Degree,STEM,71,72,85814,Master's degree,32497,0,0
81b4fc83-3883-4a8b-9cdf-d1cd06b60417,Megan,Ramirez,megan.ramirez@yahoo.com,Male,10,39,DE,After-school / Enrichment Educator,Secondary Education,Private University (Nonselective),3.21,10,0,Bachelor's Degree,STEM,72,56,31799,Bachelor's degree,7081,0,1
eed69aff-ae2f-42c5-882b-2de12040ae8b,Emma,Lee,emma.lee@outlook.com,Non-binary,7,27,AL,School or District Leader,Educational Leadership,International Institution,2.74,7,5,Bachelor's Degree,Education,64,32,88223,Master's degree,24500,0,0
5855bcde-34fe-4453-86e7-4bab134a83f5,Adam,Morgan,adam.morgan@icloud.com,Male,14,32,MA,Teaching Assistant / Paraprofessional,Educational Leadership,R1 Research University,3.61,14,1,Bachelor's Degree,Social Sciences,73,86,43874,Bachelor's degree,9695,0,0
5ffe5536-5641-438e-8920-b8a5508d0e88,Sharon,Mendoza,sharon.mendoza@hotmail.com,Non-binary,7,28,HI,Education Consultant,Special Education,Regional Public University,3.2,7,7,Bachelor's Degree,Social Sciences,83,68,113896,Bachelor's degree,36457,0,2
8c0849e4-3988-4ee6-94a1-ba3812feb8a2,Katherine,Ramirez,katherine.ramirez@yahoo.com,Male,17,47,ME,After-school / Enrichment Educator,Early Childhood Education,Regional Public University,3.78,17,0,Bachelor's Degree,Education,66,86,25723,High school or below,5161,0,1
a0a46650-0079-4d74-95ea-4ab83c04b31e,Larry,Ross,larry.ross@icloud.com,Male,15,51,WA,Education Nonprofit Staff,Educational Leadership,Community College / 2-Year College,2.73,15,2,Bachelor's Degree,Social Sciences,71,25,36437,Bachelor's degree,7756,0,1
b7fdbec3-c47e-40e1-bf17-2e01c50bb25c,Beverly,Long,beverly.long@gmail.com,Non-binary,7,30,AK,Preservice Teacher / Education Student,Elementary Education,R2 Research University,3.57,7,0,Bachelor's Degree,Education,86,72,24960,Bachelor's degree,8013,1,0
9d295278-65d0-4945-a235-5f841103e28f,Adam,Torres,adam.torres@gmail.com,Male,19,55,NV,Higher Education Instructor,Special Education,R1 Research University,3.47,19,9,Bachelor's Degree,Health / Nursing,99,64,69456,High school or below,15409,0,1
b8f50d2f-19aa-4bfb-9872-bde9741175b9,John,Walker,john.walker@hotmail.com,Non-binary,8,33,AR,Education Consultant,Secondary Education,R2 Research University,3.09,8,8,Bachelor's Degree,Other,62,38,146301,Bachelor's degree,15435,0,3
01264f59-f948-4bb3-a38c-8704e37dbe58,Kathryn,Thomas,kathryn.thomas@hotmail.com,Male,6,30,WI,School or District Leader,Curriculum & Instruction,Liberal Arts College,3.46,6,6,Bachelor's Degree,STEM,53,72,84072,Master's degree,15580,0,2
52d6f796-d14a-4520-8526-1dbf1d09bc8a,Tyler,Collins,tyler.collins@yahoo.com,Male,7,31,AL,Education Consultant,Secondary Education,R1 Research University,3.47,7,7,Master's Degree,Social Sciences,86,54,118776,Doctoral degree,46950,0,1
cf106b5c-6fb3-4b73-999c-f9e54e1e4b0c,Donald,Ross,donald.ross@hotmail.com,Female,12,35,IL,Higher Education Instructor,Curriculum & Instruction,Liberal Arts College,3.44,12,12,Bachelor's Degree,Health / Nursing,69,60,61455,Bachelor's degree,9239,1,1
ca06e7e7-7a0b-4e44-890e-4857a0c82d46,Gabriel,Rogers,gabriel.rogers@gmail.com,Male,5,29,ND,K-12 Classroom Teacher,Special Education,International Institution,3.22,5,5,Associate Degree,Education,61,75,40834,High school or below,12398,0,0
b0aebef7-e19d-4524-9c71-ff3a047c236f,Samuel,Allen,samuel.allen@icloud.com,Female,1,23,CO,Career Switcher (Non-Education Background),Elementary Education,R2 Research University,3.37,1,0,Bachelor's Degree,STEM,80,64,56802,Doctoral degree,10966,0,0
89bd6775-c338-4f48-8c9c-d15d32520597,Maria,Carter,maria.carter@gmail.com,Male,1,23,WA,Teaching Assistant / Paraprofessional,Special Education,Regional Public University,3.08,1,0,Bachelor's Degree,Social Sciences,74,49,34655,Doctoral degree,13390,1,0
75356300-56ee-4835-b202-5c20d39174e9,Margaret,Morris,margaret.morris@yahoo.com,Male,7,33,NH,Instructional Coach,Elementary Education,Private University (Nonselective),3.32,7,7,Master's Degree,Social Sciences,79,78,69037,Doctoral degree,12468,0,0
ca3512c1-3e5b-4106-9781-da15e96c3d58,Richard,Reyes,richard.reyes@yahoo.com,Male,4,30,TX,Higher Education Instructor,Secondary Education,Liberal Arts College,3.54,4,4,Bachelor's Degree,Health / Nursing,53,81,84341,High school or below,11148,0,2
6c92e3b7-3800-4241-a23f-5090be8f2d68,James,Reed,james.reed@outlook.com,Male,22,60,CT,Preservice Teacher / Education Student,Early Childhood Education,Community College / 2-Year College,3.23,22,0,Bachelor's Degree,Social Sciences,62,70,12838,High school or below,3610,0,2
9333ada2-be43-4f85-a541-49976e7fbadc,Brittany,Thomas,brittany.thomas@yahoo.com,Female,2,28,ND,Education Consultant,Curriculum & Instruction,Liberal Arts College,3.84,2,2,Master's Degree,Health / Nursing,75,94,89479,Master's degree,33600,0,0
55743762-efdc-423d-9a32-3f2237b62d5e,Aaron,Gutierrez,aaron.gutierrez@hotmail.com,Male,2,25,OK,K-12 Classroom Teacher,Educational Leadership,Liberal Arts College,3.28,2,1,Bachelor's Degree,Social Sciences,75,64,60219,High school or below,7531,0,1
bf3284b9-27cf-4266-880e-d0d95f01395a,Daniel,White,daniel.white@hotmail.com,Male,6,29,RI,Education Nonprofit Staff,Educational Leadership,R1 Research University,3.46,6,3,Bachelor's Degree,Education,77,58,37232,High school or below,12606,0,0
99dd0cd8-d691-4221-a50e-fb0e95201405,Sophia,Hughes,sophia.hughes@hotmail.com,Non-binary,0,24,MI,Higher Education Instructor,Educational Leadership,R2 Research University,3.39,0,0,Bachelor's Degree,Other,74,66,64772,Bachelor's degree,17467,0,0
96dda107-b0a5-4ba1-aca6-2525ba6cb0ef,Olivia,Lewis,olivia.lewis@icloud.com,Male,15,42,CT,Preservice Teacher / Education Student,Elementary Education,R1 Research University,3.57,15,0,Master's Degree,Education,77,76,11891,High school or below,3000,1,2
6b12e344-a569-4573-a163-233849930de6,Sharon,Cruz,sharon.cruz@hotmail.com,Female,20,42,NY,Career Switcher (Non-Education Background),Early Childhood Education,R2 Research University,3.46,20,0,Master's Degree,STEM,67,79,44513,Some college,4767,1,3
92756f02-567e-4923-88b1-e4ddca83f126,Douglas,Gomez,douglas.gomez@gmail.com,Female,2,24,NC,Preservice Teacher / Education Student,Educational Leadership,R2 Research University,2.93,2,0,Bachelor's Degree,Arts & Humanities,71,25,25308,Doctoral degree,7306,0,0
2ab2b4f4-b36c-41b9-868c-4c9afd7d2e72,Amber,Campbell,amber.campbell@hotmail.com,Female,7,36,NC,Higher Education Instructor,Curriculum & Instruction,Liberal Arts College,3.17,7,7,Master's Degree,STEM,81,47,68090,Master's degree,18943,1,2
ade69674-fdd5-49bf-a12f-c3e37bd737c8,Dennis,Watson,dennis.watson@outlook.com,Non-binary,19,53,DE,Education Nonprofit Staff,Curriculum & Instruction,Regional Public University,3.45,19,1,Bachelor's Degree,Social Sciences,81,71,50258,Some college,16083,0,2
cc9f07cd-ac42-4587-a6a1-490476f300a8,Jesse,Ruiz,jesse.ruiz@yahoo.com,Non-binary,6,40,MA,School or District Leader,Secondary Education,Liberal Arts College,3.18,6,5,Master's Degree,Education,83,47,84094,Master's degree,17227,0,1
88e96a2f-89e7-4387-80e6-2173c09d7cc7,Amber,Turner,amber.turner@yahoo.com,Male,23,41,AR,After-school / Enrichment Educator,Elementary Education,Regional Public University,3.59,23,4,Master's Degree,Social Sciences,53,78,37642,Bachelor's degree,7687,0,1
7aa77c12-e88f-4d15-b798-09b4858844a7,Judy,Hill,judy.hill@gmail.com,Male,9,34,IN,Instructional Coach,Special Education,Regional Public University,2.98,9,6,Bachelor's Degree,Social Sciences,64,37,80904,High school or below,16287,0,0
c833914c-0784-4d26-93b3-5fd74b72e3f9,Louis,Harris,louis.harris@yahoo.com,Male,3,28,OH,Education Nonprofit Staff,Curriculum & Instruction,Private University (Nonselective),3.17,3,0,Bachelor's Degree,Arts & Humanities,66,49,46347,Doctoral degree,9808,0,1
c3168a70-b6a2-4d35-af2c-b4cf0d717824,Edward,Morgan,edward.morgan@icloud.com,Female,11,42,DE,Higher Education Instructor,Special Education,Regional Public University,2.96,11,8,Associate Degree,Business,62,25,75310,Some college,12340,0,1
27db55db-0d27-4245-8c54-50d3c9ecba8c,Mason,Gray,mason.gray@yahoo.com,Male,2,23,KY,Preservice Teacher / Education Student,Educational Leadership,Liberal Arts College,3.92,2,0,Bachelor's Degree,Arts & Humanities,69,92,20439,Some college,5506,0,0
029ea93a-3ed6-4de7-8102-a1b1b4cdb973,Ronald,Price,ronald.price@outlook.com,Female,5,33,NY,Instructional Coach,Elementary Education,Liberal Arts College,3.41,5,5,Master's Degree,Education,76,54,95307,Master's degree,18943,0,2
7715b70d-1775-46bc-b0fb-3bfd4505338c,Heather,Lewis,heather.lewis@gmail.com,Non-binary,12,38,KS,Education Nonprofit Staff,Curriculum & Instruction,R1 Research University,3.16,12,3,Master's Degree,Social Sciences,77,51,32063,Bachelor's degree,8612,0,0
cc107a55-d9ba-492f-87ff-59dbe78302c0,Emily,Reed,emily.reed@gmail.com,Non-binary,32,56,CO,After-school / Enrichment Educator,Educational Leadership,Community College / 2-Year College,3.36,32,0,Other / International Equivalency,Social Sciences,43,61,28954,Master's degree,11207,1,3
c470072a-53ca-4f6e-9f2e-31f3fb35d41c,Laura,Harris,laura.harris@hotmail.com,Male,20,56,AZ,Instructional Coach,Early Childhood Education,Regional Public University,3.07,20,18,Master's Degree,Arts & Humanities,51,50,82739,Bachelor's degree,15932,0,3
65b9e8cc-21cd-4a7c-9e5d-0816fbbaa773,Brandon,Reed,brandon.reed@outlook.com,Male,13,33,PA,Instructional Coach,Educational Leadership,Liberal Arts College,3.31,13,5,Bachelor's Degree,Social Sciences,83,65,61627,Bachelor's degree,16888,0,1
b3da3a44-4ec6-4757-b413-5d49d238b278,Dylan,Ortiz,dylan.ortiz@gmail.com,Non-binary,2,25,OH,After-school / Enrichment Educator,Curriculum & Instruction,Private University (Nonselective),3.19,2,2,Master's Degree,STEM,54,51,33897,Doctoral degree,8493,0,1
f4348ae6-bea1-4b1a-a7f2-3451135902be,Charlotte,Morgan,charlotte.morgan@outlook.com,Female,8,34,RI,Other,Secondary Education,R1 Research University,3.6,8,0,Bachelor's Degree,Arts & Humanities,78,87,38402,Bachelor's degree,10292,0,1
9c07dc39-325d-485e-817a-2e5bc84b0d6f,Stephen,Castillo,stephen.castillo@icloud.com,Female,0,24,KS,School or District Leader,Elementary Education,Regional Public University,3.52,0,0,Bachelor's Degree,Health / Nursing,77,91,95221,High school or below,22120,0,1
5ad81aa6-388c-4198-b54b-c5223e518922,Teresa,Nguyen,teresa.nguyen@yahoo.com,Male,4,26,IA,College Student (Non-Education Major),Special Education,Private University (Nonselective),2.92,4,1,Bachelor's Degree,STEM,76,35,10800,Doctoral degree,2521,0,1
9517637b-9a64-4475-88cc-db3105eb5833,Nicholas,Morgan,nicholas.morgan@gmail.com,Male,0,22,ID,K-12 Classroom Teacher,Educational Leadership,Regional Public University,3.04,0,0,Bachelor's Degree,Arts & Humanities,55,52,67328,Bachelor's degree,12369,0,0
5f73b6dc-40c1-40b3-b0fb-ee324800cba2,Nicholas,Williams,nicholas.williams@outlook.com,Female,8,34,AR,College Student (Non-Education Major),Elementary Education,R2 Research University,3.8,8,1,Bachelor's Degree,Education,81,99,21864,Some college,6553,0,1
b9a43ad6-96b9-4ce5-91d3-efb292ee982b,Lawrence,Bailey,lawrence.bailey@outlook.com,Non-binary,1,24,AR,Higher Education Instructor,Educational Leadership,Regional Public University,3.57,1,1,Associate Degree,Social Sciences,48,84,69231,Bachelor's degree,20495,0,0
8446c35b-49e8-4e05-b08f-159941b9739e,Jerry,Kim,jerry.kim@yahoo.com,Male,2,27,PA,Instructional Coach,Special Education,R2 Research University,3.54,2,2,Bachelor's Degree,Social Sciences,84,81,68550,Doctoral degree,12658,0,1
582c70aa-b73f-400d-984d-d0672439bd6d,Patricia,Hernandez,patricia.hernandez@yahoo.com,Male,5,28,WY,School or District Leader,Special Education,R2 Research University,3.66,5,5,Master's Degree,Other,65,88,88332,Some college,24560,0,0
42fb9ceb-d885-49c6-93e5-2705d1c788cd,James,Long,james.long@yahoo.com,Non-binary,6,29,WI,Teaching Assistant / Paraprofessional,Educational Leadership,R2 Research University,3.74,6,2,Bachelor's Degree,Social Sciences,59,88,30761,Some college,3090,0,1
